panelist,W614,W615,W616,W617,W618,W619,W620,W621,W622,W623,W624,W625,W626,W627,W628,W629,W630,W631,W632,W633,W634,W635,W636,W637,W638,W639,W640,W641,W642,W643,W644,W645,W646,W647,W648,W649,W650,W651,W652,W653,W654,W655,W656,W657,W658,W659,W660,W661,W662,W663,W664,W665,W666,W667,W668,W669,W670,W671,W672,W673,W674,W675,W676,W677,W678,W679,W680,W681,W682,W683,W684,W685,W686,W687,W688,W689,W690,W691,W692,W693,W694,W695,W696,W697,W698,W699,W700,W701,W702,W703,W704,W705,W706,W707,W708,W709,W710,W711,W712,W713,W714,W715,W716,W717
14126060,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,2,2,1,2,1,0,1,2,0,2,0,0,2,0,1,1,1,0,0,0,2,0,1,0,1,0,0,0,2,0,1,1,0,2,0,0,1,2,1,0,1,2,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,2,1,2,1,1,0,1,1,0,1,1,2,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1
14126078,1,1,3,0,1,1,1,0,2,0,1,1,1,0,3,2,1,1,2,1,1,1,2,1,4,0,2,2,3,2,2,4,1,2,4,1,1,5,3,4,2,3,2,3,4,3,2,1,2,3,1,1,4,1,3,4,4,2,3,3,4,0,6,2,2,4,3,2,5,2,2,2,0,1,1,0,3,2,2,1,1,4,2,1,3,3,1,3,2,2,1,1,1,2,1,2,4,2,3,1,3,3,3,1
14126128,1,1,1,1,1,0,1,1,1,1,1,0,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,2,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,2,1,1,1
14126219,1,1,1,2,2,0,1,0,1,1,0,0,1,0,2,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,2,0,1,1,0,2,0,3,2,1,1,3,0,0,3,1,2,1,0,2,1,3,0,1,4,3,1,0,1,0,2,0,0,0,0,2,0,2,0,1,0,1,0,2,0,2,1,0,1,1,3,2,3,1,2,1,0,1,1,0,0,0,1,0,2,0,1,0,0,2
14126276,3,3,1,1,2,1,2,2,1,0,0,2,1,0,2,2,4,2,2,3,2,3,2,1,2,1,2,2,4,0,0,2,3,3,2,4,2,2,3,1,3,2,1,3,3,3,2,2,2,2,3,4,2,1,2,3,2,3,0,0,1,3,1,3,1,1,2,2,2,2,0,2,1,2,1,2,3,2,3,2,1,0,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,1,5,2,2,1,3,2
14126284,1,1,1,0,1,1,2,1,1,1,0,1,1,0,2,1,1,1,0,1,0,0,1,1,1,1,0,1,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,2,0,1,1,0,2,1,0,2,1,2,0,1,1,0,1,1,1,1,0,1,1,2,0,0,0,1,0,2,0,0,2,1,2,0,1,1,1,0,0,2,1,0,1,3,0,0,1,1,1,1,1,1,2,0,1,1,1,1,0,0
14126847,1,3,1,1,0,0,4,2,2,2,2,2,2,1,2,1,1,4,3,1,2,1,1,2,3,1,2,2,1,1,3,4,1,2,5,0,2,3,1,4,3,1,1,3,2,1,2,3,1,4,1,2,1,0,1,4,1,3,4,2,3,2,2,2,1,2,1,1,3,3,2,1,5,2,3,2,1,1,4,1,2,0,0,1,1,1,1,1,2,3,2,2,3,2,1,3,1,3,0,2,1,2,3,1
14127001,4,3,1,6,3,1,3,4,5,2,2,2,3,3,2,3,4,2,4,1,3,3,5,2,3,2,1,2,3,1,3,2,3,4,1,2,3,3,4,4,4,3,2,2,4,3,4,5,3,3,5,3,5,2,4,3,4,3,4,4,4,4,4,2,3,3,3,3,4,4,4,5,3,3,2,3,2,4,3,2,0,1,0,1,1,3,5,3,3,3,2,2,2,2,2,2,3,2,2,3,2,4,3,4
14127662,2,1,2,1,0,1,1,1,1,1,1,0,0,0,2,1,1,1,0,1,0,2,1,1,0,1,1,2,0,0,1,0,1,2,0,0,1,2,0,0,0,0,2,1,2,0,1,0,1,1,2,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,2,0,1,0,1,0,0,0,0,1,2,1,0,0,1,1,0,1,2,0,1,0,1,2,0,1,0,1,1,1,0,0,0,0,0,1,0
14128041,0,1,0,1,0,0,1,0,1,0,1,0,1,0,2,0,1,1,0,1,0,1,0,1,0,2,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1
14128256,1,1,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,2,2,1,1,0
14128264,2,0,1,2,0,0,2,2,1,0,3,2,2,1,1,1,1,4,2,0,4,2,3,2,1,1,2,2,1,0,0,1,3,1,3,2,2,2,3,0,2,2,1,2,0,1,1,1,1,2,2,1,2,2,0,4,1,2,2,2,2,2,2,3,1,2,2,2,2,2,1,2,2,1,2,1,2,3,0,2,0,0,1,0,0,3,2,2,3,2,1,2,4,2,0,3,0,4,3,0,3,2,5,2
14128348,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,2,0,1,1,2,1,1,0,1,2,1,1,1,0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
14128470,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,2,0,1,0,0,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,3,2,0,0
14128645,1,3,2,0,2,2,3,4,3,3,0,3,3,3,3,5,4,4,4,1,4,3,3,3,3,2,3,3,1,2,5,1,3,4,2,3,2,3,3,4,2,3,3,3,4,1,4,3,4,2,3,3,2,0,4,4,2,4,3,4,3,3,3,3,4,5,2,3,3,3,3,3,2,3,3,3,4,0,3,2,0,0,1,0,0,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,4,2,3,3
14128736,6,5,4,6,7,7,2,9,6,5,7,6,9,8,3,8,10,5,8,3,6,5,7,4,6,4,5,5,7,2,5,6,4,4,9,6,4,6,3,5,5,4,8,7,9,9,6,7,9,9,7,6,8,7,5,6,8,5,5,8,7,9,8,5,7,7,7,5,7,7,6,7,10,8,7,7,8,8,7,1,0,1,0,0,0,6,5,5,5,4,6,7,5,3,4,7,6,6,4,4,6,6,8,6
14128876,2,2,2,2,0,1,0,1,1,1,0,2,2,0,0,1,0,1,1,0,2,2,1,0,2,1,2,1,2,1,1,2,1,2,0,0,5,2,1,1,2,1,3,0,2,4,2,2,0,2,1,2,2,1,4,3,2,2,1,2,3,0,2,2,0,1,4,1,1,2,2,1,2,2,3,2,3,3,2,3,1,0,3,2,2,1,5,1,2,0,1,3,1,1,2,2,1,2,1,2,2,1,3,2
14128942,1,0,0,1,1,0,1,0,1,1,1,0,2,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,2,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1
14129536,0,2,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,2,1,0,0,0,1,2,0,0,1,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3,1,1,1,5,0,1,1,2,0,2
14129551,1,0,2,3,1,1,1,3,2,2,2,2,2,1,2,1,2,2,0,1,3,2,2,2,2,2,1,2,4,1,3,1,2,1,0,1,3,1,2,1,0,0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,2,2,1,2,2,2,3,3,2,1,3,2,2,3,2
14129577,0,0,2,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,2,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,2,1,0,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1
14129619,1,1,5,2,3,5,2,8,6,3,6,2,5,0,2,2,7,10,5,6,5,5,4,9,2,9,2,2,5,8,9,6,9,2,7,10,9,8,8,8,5,4,4,10,7,6,11,3,6,7,5,11,5,4,8,7,5,8,8,10,9,7,11,10,6,11,7,10,6,8,1,3,8,3,5,4,7,8,2,2,0,0,1,0,1,4,9,2,3,5,6,4,5,6,6,7,9,3,2,7,3,0,7,6
14129650,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
14129718,4,2,3,3,2,9,3,5,7,4,6,5,5,2,3,1,4,5,2,3,2,6,2,4,4,4,2,3,6,2,2,4,2,3,5,3,3,6,5,3,2,5,3,4,3,6,0,2,4,1,3,2,5,5,2,4,0,1,4,3,4,2,4,4,4,6,2,3,2,1,3,1,1,4,3,3,4,3,6,2,2,0,1,1,1,3,3,4,2,1,3,2,1,1,4,3,3,4,3,2,1,2,2,4
14129791,0,1,5,2,2,2,2,2,2,2,2,3,2,1,5,1,5,4,3,1,0,5,3,1,3,1,2,2,3,2,2,3,3,3,2,2,5,2,3,6,3,1,2,3,3,2,2,2,2,1,3,2,3,2,1,0,1,2,2,1,3,1,0,3,2,4,4,3,3,2,5,1,2,4,4,2,1,6,5,5,1,1,0,1,1,5,5,3,3,6,1,5,4,2,5,5,1,0,4,3,2,5,0,0
14130104,1,3,0,1,1,1,0,3,1,1,1,0,0,2,1,1,0,1,2,1,0,1,0,1,0,1,1,2,2,1,3,1,1,0,1,0,1,0,1,2,2,3,3,2,0,1,0,1,0,0,2,1,2,3,1,4,1,2,1,1,4,3,1,3,1,1,0,1,2,2,1,0,1,2,1,1,1,2,1,1,1,3,0,0,1,4,1,1,1,1,2,1,0,0,5,1,2,1,1,4,1,1,2,0
14130146,0,0,0,1,2,2,0,1,1,0,2,3,1,0,1,0,2,2,2,2,1,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,3,3,2,0,2,1,2,2,0,3,2,0,1,2,1,1,1,1,0,0,1,1,0,0,2,1,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,1,0,0,0,2,1,2,0,2,1,1,0,1,0,0,0,0,2
14130278,2,1,0,1,0,1,0,0,0,2,0,0,1,0,1,1,0,2,1,0,1,0,0,1,1,1,1,1,0,1,2,2,1,0,3,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,1,2,2,3,2,1,2,2,2,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,2,0,0,1,0,1,0,1,0,1,2,1,2,1,1,0,1,0,0,0,1,2,0
14130740,0,2,1,0,1,1,2,2,2,2,1,1,2,0,2,1,1,1,1,0,1,1,2,1,1,1,2,1,0,1,0,1,2,2,0,1,1,1,2,0,1,2,1,1,1,2,0,2,1,1,2,3,1,4,2,3,1,0,1,1,1,0,2,0,2,1,0,2,0,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,2,2,2,1,0,2,0,0,1,0,1,0,1
14130864,1,1,1,1,1,1,0,2,1,1,1,2,1,1,0,1,1,2,1,0,0,1,1,1,1,0,1,2,1,0,0,0,2,0,0,1,0,0,1,1,2,0,1,1,0,0,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,2,2,1,1,1,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,0,2,1,1
14131144,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1
14131250,3,3,2,4,5,2,1,4,4,4,2,2,3,2,5,3,4,5,4,3,3,2,4,5,3,2,5,2,2,2,3,5,3,5,2,4,2,2,5,2,3,2,4,3,2,2,3,1,0,2,4,5,3,4,4,3,4,3,3,4,2,1,0,1,1,3,3,4,3,3,4,2,3,3,2,5,3,2,4,3,2,1,0,3,2,3,2,3,3,2,3,5,4,3,1,2,3,3,3,4,3,3,3,3
14131367,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0
14131383,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,2,0,2,2,0,0,2,1,1,0,0,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,1,1,1
14131409,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,2,1,0,2,0,3,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,2,1,0,1,1,0,0,1,2,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,2,0,1,0,3,0,1,0,1,2,0,2,1,0,0,1,0,2,0,0,0,0
14131441,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,1,2,2,2,0,1,2,0,1,0,0,0,0,2,0,2,1,2,3,1,0,2,0,0,0,1,0,2,2,1,1,2,0,2,0,0,1,1,1,3,1,0,0,0,2,1,3,1,2,1,0,2,1,0,0,1,2,1,4,1,1,1,0,3,1,0,1,0,0,1,2,1,2,2,2,0,1,1,1,1,0,1,1,1,0,1,1
14131458,2,5,4,1,1,2,6,3,2,4,5,3,0,1,2,6,1,4,2,4,0,1,1,1,2,1,5,4,1,1,2,1,3,2,2,2,6,4,2,1,3,0,1,2,5,1,3,2,3,5,6,1,3,4,3,2,3,3,6,2,5,6,3,3,5,4,2,4,3,1,2,3,1,5,5,0,4,4,6,3,6,4,2,0,2,2,2,4,1,4,0,3,1,2,5,5,4,4,1,2,2,0,0,6
14131599,1,2,1,1,2,2,3,1,3,2,1,1,2,0,2,1,0,1,3,1,1,4,2,1,2,2,1,1,0,0,2,4,0,3,1,3,0,1,0,3,3,3,3,3,3,2,2,2,1,3,1,2,1,3,1,1,1,1,2,2,3,3,1,1,2,1,0,3,1,3,3,3,3,3,1,1,1,1,1,2,1,5,4,2,3,5,3,2,4,2,4,4,3,4,4,3,4,1,3,3,2,4,2,2
14131706,3,1,2,4,4,2,2,4,1,1,1,1,1,0,1,1,2,3,0,2,2,2,1,1,1,2,2,1,2,2,1,1,3,0,3,3,3,3,2,3,3,3,2,4,3,3,4,3,2,2,3,2,3,3,4,3,1,2,3,2,5,2,2,5,3,2,4,2,4,3,4,7,6,4,4,4,3,3,2,3,0,3,3,1,3,4,2,1,2,0,2,3,2,2,1,0,2,1,0,2,3,3,3,2
14131888,1,2,0,3,1,1,2,2,1,0,1,1,2,0,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,0,1,1,1,2,2,2,2,1,1,2,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
14132027,0,0,0,1,1,0,0,0,1,0,1,2,0,0,1,1,1,0,0,2,1,0,0,3,1,2,0,2,1,1,3,1,0,1,1,3,0,0,3,5,3,0,1,2,4,3,5,7,0,4,1,4,2,2,1,0,1,1,1,0,2,0,0,0,0,0,0,2,1,0,1,4,2,1,0,2,3,3,2,1,1,4,3,1,2,5,0,2,3,1,2,4,2,4,1,2,0,2,0,5,0,0,1,2
14132035,1,3,1,1,1,2,1,1,1,0,1,0,0,1,1,1,0,3,1,1,1,0,0,2,2,1,0,1,1,2,2,1,1,1,1,1,2,0,2,1,1,2,2,0,2,1,2,4,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,0,0,2,2,0,0,0,1,0,1,2,0,1,1,1,0,1,1,1,3,1,0,1,2,1,2,1,2,1,2,0,1,1,1,2,0,1,0,1
14132076,1,3,0,1,1,0,8,1,1,3,2,3,0,2,3,1,1,3,0,2,2,2,1,3,2,3,3,3,0,0,1,2,1,3,0,4,1,2,0,2,2,4,4,2,1,1,2,2,4,3,1,1,3,2,2,3,2,3,2,3,3,3,0,1,2,1,2,3,1,1,1,0,1,3,2,0,0,2,2,0,0,1,1,0,3,3,3,1,1,1,2,1,1,1,1,1,1,3,2,2,1,1,0,3
14132522,0,6,0,0,0,1,0,2,2,0,0,3,0,2,0,2,5,1,3,0,2,0,4,0,0,1,0,1,1,1,0,2,1,0,2,1,1,2,0,2,1,0,0,0,0,1,0,0,0,2,0,4,1,2,1,0,2,0,0,1,1,1,2,2,0,2,0,1,1,2,3,0,2,2,1,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,0,2,0,0,0,1,1,0,1,1
14132878,2,4,0,0,0,0,2,1,1,0,0,0,0,0,7,4,1,1,1,2,6,4,5,10,6,5,5,4,7,3,1,3,3,3,4,5,2,6,6,6,6,5,2,8,6,2,1,1,3,3,2,2,0,1,2,0,0,0,2,0,1,0,1,1,6,2,1,1,2,2,2,3,4,4,1,3,3,0,4,2,0,0,0,0,0,2,3,2,2,3,5,2,2,1,0,6,5,4,4,3,4,4,0,4
14132902,1,0,1,2,1,1,0,2,1,3,0,1,1,1,1,1,2,1,1,0,0,0,0,1,0,0,0,1,0,2,2,1,1,1,1,1,1,1,0,2,1,2,1,2,1,1,1,0,1,1,2,0,2,2,2,2,2,3,2,2,0,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,0,2,1,0,0,0,0,0,0,1,2,1,0,1,1,0,2,0,0,0,2,0,1,2,1,1,2,1
14132910,2,3,7,5,5,3,2,5,2,3,4,2,1,0,2,2,1,0,2,1,2,2,1,2,3,1,0,3,3,0,4,2,1,1,2,2,2,4,2,6,6,5,5,0,4,2,3,2,2,3,3,3,4,3,5,3,2,1,0,4,1,2,1,1,1,1,0,2,1,1,1,3,5,3,3,1,3,2,2,0,0,0,0,0,0,3,1,0,0,0,2,2,3,2,3,3,4,4,0,4,3,3,6,2
14133124,2,1,1,1,0,1,1,1,0,0,0,0,2,0,1,0,1,0,0,1,1,1,2,1,1,3,0,2,3,2,1,4,1,0,0,1,0,2,1,0,0,1,0,0,0,1,1,1,1,3,1,0,1,1,2,1,1,2,1,3,1,3,0,3,3,1,2,0,1,0,1,0,2,0,1,1,0,1,2,1,0,0,1,1,2,2,1,1,1,1,1,2,0,0,0,1,3,1,1,1,2,0,0,0
14133223,2,4,3,2,0,5,6,2,5,4,5,3,4,6,4,4,4,4,5,2,4,3,2,2,2,3,5,2,2,3,5,3,4,2,1,1,2,3,1,2,1,3,4,3,2,3,4,5,4,4,1,3,4,0,0,3,3,4,0,0,1,4,2,0,2,3,0,0,0,2,1,0,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,2,4,0,1,3,1,2,2,1,5,2,1,3,0,3,3,4
14133470,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,2,1,2,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,2,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,1,2,1,0,0,0,0,1,1,1,1,0,0,0,1
14133611,1,4,5,3,2,1,0,1,1,1,2,1,1,2,2,1,2,1,1,0,1,1,2,2,3,2,2,3,2,1,1,0,2,0,2,1,1,1,1,1,0,1,2,0,2,1,1,2,1,0,4,2,2,3,0,0,0,0,1,0,0,2,0,0,0,1,2,1,0,2,2,2,0,2,1,1,1,3,2,1,0,0,0,0,0,0,1,2,1,2,0,2,1,0,2,2,2,3,0,0,1,2,0,1
14134106,2,0,0,0,0,0,1,1,0,0,0,1,3,2,3,3,2,0,1,2,2,1,1,1,1,2,3,1,1,2,3,4,2,5,1,3,2,3,2,2,0,1,3,3,2,2,3,2,2,3,2,2,1,2,0,0,1,3,3,2,1,2,0,0,0,0,4,2,1,1,1,3,2,0,6,3,2,2,3,1,0,1,0,0,3,1,2,0,3,1,1,4,2,3,2,2,2,1,1,2,0,3,0,0
14134270,1,4,4,3,3,3,2,2,1,2,1,1,3,2,3,0,2,4,1,1,4,1,2,2,2,3,2,3,3,0,3,2,2,3,2,4,1,4,4,3,2,3,3,1,0,1,1,2,1,2,0,1,2,1,0,1,1,1,1,1,2,2,2,1,1,3,2,1,2,3,1,1,3,2,1,3,2,3,2,1,0,0,0,0,0,2,2,3,1,2,4,1,2,3,2,4,1,2,2,3,2,2,2,1
14134858,2,1,2,0,0,1,1,1,1,2,0,3,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,2,1,2,0,2,1,0,3,0,1,1,0,2,1,0,0,0,0,1,0,0,0,2,2,2,2,1,1,0,0,2,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,2,0,1,1,1,0,1
14135251,1,2,1,1,1,2,2,1,4,6,2,2,2,3,1,1,2,1,4,1,3,2,2,4,0,0,0,2,0,1,2,1,0,1,1,1,0,1,2,2,2,0,1,1,0,3,1,1,2,1,1,2,1,1,3,2,1,1,1,2,0,1,1,1,1,1,1,0,2,0,1,0,2,1,1,2,2,2,2,0,0,0,0,0,1,2,2,3,2,4,5,5,3,4,5,1,2,3,2,2,1,4,1,2
14135350,2,1,2,1,1,1,2,0,1,0,0,2,1,0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,2,0,1,0,0,1,1,0,2,1,1,1,1,1,1,3,3,1,1,1,2,0,1,1,1,0,0,0,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0,2,0,1,0,1,2,1,0,0,1,1,1,0,0,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,0
14135426,3,1,3,2,2,2,2,1,2,3,1,2,1,3,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,0,1,1,0,2,1,2,1,1,3,3,2,2,3,3,1,3,2,1,2,4,1,2,1,3,1,2,1,3,2,1,2,1,3,3,1,1,1,2,1,1,2,1,2,2,0,1,2,2,3,1,1,1,2,2,3,1,1,2,2,1,2,2,1,2,2,0,1,2,2,0,0,1
14135871,3,1,1,0,1,0,0,0,0,0,1,0,1,1,2,2,1,2,1,2,1,4,2,1,3,2,4,3,0,1,1,3,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1,2,1,1,2,0,2,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0
14135913,1,4,1,2,0,0,2,1,0,1,0,0,1,0,0,2,2,1,1,0,3,1,0,0,2,1,3,1,1,2,0,1,3,1,1,2,1,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,2,1,0,2,0,1,2,2,2,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
14136010,2,1,2,1,2,2,2,1,2,1,1,4,1,2,1,0,0,0,2,2,3,2,1,1,2,2,0,2,0,0,1,2,1,0,1,0,0,0,1,2,2,2,2,0,3,2,3,0,1,1,1,1,3,2,3,2,0,0,0,0,0,2,1,1,1,1,0,3,2,1,1,1,1,2,1,2,0,1,2,1,1,0,0,0,2,2,1,1,2,1,1,1,1,1,1,1,2,0,2,1,3,1,1,3
14136259,1,2,2,2,0,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,0,0,1,1,1,1,2,1,2,1,1,0,1,1,0,1,2,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2,1,1,0,1,1,2,0,1,1,1,0,1,0,0,1,1
14136598,2,3,3,2,2,2,2,3,2,2,2,2,1,0,1,2,2,2,1,2,1,2,2,1,2,2,4,2,2,4,4,4,2,1,2,1,1,2,3,1,1,1,2,2,3,2,2,1,2,1,4,2,1,2,1,3,1,2,2,3,1,2,1,3,3,1,1,2,1,3,2,2,2,1,1,3,2,2,4,4,1,2,2,3,1,1,2,2,1,2,3,2,1,2,1,2,3,3,2,2,4,1,2,1
14136853,2,1,2,2,0,1,1,2,1,1,0,1,0,1,0,1,1,0,1,2,1,1,2,1,1,1,2,1,1,1,2,1,0,2,0,1,1,1,2,1,1,1,1,0,1,1,1,0,3,1,1,2,1,1,2,0,2,1,3,0,2,1,2,3,1,2,1,1,3,3,2,2,1,2,0,2,0,2,1,2,2,2,0,1,1,1,1,2,3,2,2,0,1,2,2,1,0,2,1,2,1,1,2,2
14136887,0,0,1,1,2,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,3,0,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,2,1,1,1,0,0,0,0,2,1,1,0,1,0,1,1,1,1,0,3,1,0,2,1,1,0,1,0,3,1,6,1,0,0,1,0,4,0,0
